type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
11.0,1.0,76.41608706063074,76.87423306779307,78.95394387911495,74.29287716206638,196.0
4.0,5.0,46.073621819480536,46.79100285466571,43.34194957274711,43.82663929332367,115.0
7.0,6.0,68.73681761818398,67.95517061885667,66.21912059462701,70.89486839740105,176.0
8.0,6.0,88.9434256444725,89.70280643393036,87.39240645232671,86.94177710646788,228.5
12.0,6.0,60.27530043245733,59.692701277488325,59.56890358363654,59.207361008664506,158.5
6.0,10.0,21.396808112089296,15.038241264680499,19.92545494709391,18.565272987096268,60.0
13.0,10.0,32.50926556596138,33.255496793431135,30.351817096035646,26.357671338270862,85.0
9.0,12.0,49.127575566561504,50.881078602446436,45.2784653157936,45.07527403930414,132.0
3.0,13.0,19.647706070290074,20.988829009994713,18.928060040293573,18.239405724590394,63.0
14.0,17.0,14.51990354683015,18.44447494400808,18.0746201891383,14.916059567518541,57.0
2.0,18.0,91.93284219783402,91.84391914325113,92.62385384149908,89.40580490117172,248.0
10.0,21.0,91.61201689788722,87.98612702013361,87.80762013468961,87.40104723777058,243.5
1.0,29.0,11.610988752574203,14.931475213878526,13.575985973480805,14.452178368163404,66.5
5.0,32.0,40.62635235764368,44.61886203716735,43.86550593169254,40.63133378750662,137.0
15.0,34.0,88.28862269481407,90.04154514885161,90.89669677384174,86.55237238541295,254.0
