type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
4.0,9.0,18.536257208450984,18.192060181369907,22.773236985481514,17.70997479696119,51.5
15.0,9.0,24.611616509579722,20.45201461539364,20.43846650588619,18.94646869265198,56.5
7.0,12.0,80.78753916991553,77.49568297980775,79.98874961902199,82.60065511588849,209.5
5.0,17.0,65.30172383816975,65.94143812092749,66.23357871241384,66.33847834127715,182.0
2.0,18.0,98.77574711932928,96.83492266695679,98.47341596015788,97.56058953412033,260.5
14.0,23.0,30.58562825689785,36.168419421760674,31.739764787371158,27.474344959254125,105.5
12.0,24.0,97.32811595316146,96.48147923651135,95.595029477789,94.84114535081369,261.5
1.0,25.0,88.25540603787385,89.29238587455777,90.48550523796348,89.78191819603647,247.5
10.0,27.0,28.80670313786309,23.885978279036227,19.217011855938562,23.71250769830273,89.5
11.0,27.0,51.88262005195989,51.74092991405808,51.041306420542455,52.70127067737483,159.5
6.0,29.0,22.016528797582687,16.274410932793,24.491972274468125,23.531213454799794,79.0
13.0,29.0,29.41906513569114,26.974185086454447,28.40136188585437,26.120740962515438,99.0
3.0,34.0,68.4352610156925,73.97435053462883,69.5436359890832,70.73801867008206,209.0
8.0,34.0,48.08590158577746,48.98681812172289,50.97097316149143,48.36747716897282,159.0
9.0,35.0,13.402318848534259,10.152572087784318,15.607901620376943,9.609064460016778,67.5
