type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
4.0,3.0,43.880844606526004,39.29417136027178,40.08830933061967,42.47397345938368,105.5
9.0,3.0,66.1264323330438,69.61191931819843,65.9212124574511,71.27952608502872,173.0
1.0,6.0,89.2289601764183,87.32587859740265,91.82019688609607,85.653472551005,231.0
5.0,11.0,16.976635413603525,17.887156447613716,11.338868506447804,20.701923128118004,53.5
12.0,14.0,67.59931741190529,72.23777602706144,68.46426371851241,68.8774212840918,186.5
2.0,16.0,72.57864737487405,70.95902221794381,73.41123526293785,74.76398532338669,198.5
14.0,16.0,90.77895698542413,91.22889300727016,91.60504254039535,93.27206306662471,243.5
13.0,22.0,10.862274966970288,14.66502772345254,12.85855291009543,10.148406866964196,49.5
15.0,23.0,59.88155923716378,56.889166456092795,66.6569594302731,62.72704749257384,175.5
6.0,24.0,88.44074282212415,87.4018871513768,87.24863475667696,85.3876847764372,239.0
7.0,24.0,42.85876120732926,43.22345549429873,44.9475973714327,41.72530702292064,126.5
3.0,27.0,79.81843640842243,84.790863504989,83.04441129715217,81.77015405660667,232.0
10.0,31.0,95.13893879710388,94.88192628056689,94.89464098643306,95.04436417274404,271.0
8.0,32.0,81.95378183827222,82.82158828488876,89.908480823677,84.15343845604814,244.5
11.0,32.0,65.50277685666785,62.73507874953737,67.34207690599254,61.9126851338794,192.0
