type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
6.0,1.0,57.076304397939424,56.441586876333226,56.608108506568065,59.37630211770689,146.0
3.0,3.0,19.334992104502565,20.657019227136036,17.621046001848935,20.677466279375082,50.5
14.0,3.0,13.96621112096358,16.669812498453975,13.265365717474774,15.187885951964349,38.0
4.0,6.0,97.52129468779435,97.63720528800073,99.28150664824948,97.61594954772333,248.5
13.0,6.0,73.15599201630876,72.37403677797029,72.277324570198,76.69919591330111,193.5
7.0,9.0,53.32550407079106,53.20540168102947,55.254423654215124,51.61812305776803,144.0
11.0,9.0,52.98230549127521,56.6949194421466,54.5626310799689,55.708882669182124,149.0
12.0,17.0,77.91480403030802,74.0139901898742,76.25357853175163,78.07555128182938,207.0
10.0,20.0,58.99484291491833,60.84250471370433,59.714488103369305,58.673997102605625,167.5
15.0,21.0,65.78932947971069,68.91968359256823,67.47222811307203,66.83526584739968,188.5
5.0,22.0,89.89973891701942,89.75074497129962,89.3877037005677,89.3373889142506,244.5
9.0,22.0,92.32678691695847,90.70595487420087,89.19854384335905,88.7277201409916,252.0
1.0,24.0,98.34289744900447,96.98665239026776,100.91186747927608,99.97324437747649,271.5
8.0,28.0,42.40607445339067,45.22983246573223,42.14912839034838,43.81873380441791,133.0
2.0,31.0,92.84401769976101,96.42105767422292,92.85474098193974,96.63722583784495,266.0
