type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
8.0,1.0,32.32528158794219,33.39322341319121,34.39710497064033,37.628218091458365,88.5
12.0,1.0,38.290275019746325,36.673797817422425,38.167549770111854,41.1775198732597,98.5
2.0,2.0,54.23148668082485,52.85815209441559,54.606017081280235,49.95374012039223,132.0
14.0,3.0,14.853569017313108,15.716440352488364,18.188619141351424,14.57483220739014,40.5
4.0,7.0,57.21120666816019,57.21905471791305,58.50546543669146,57.7186501327836,154.5
6.0,13.0,51.121057762399786,49.83740126555146,47.375216508506774,51.5720387982238,135.5
5.0,15.0,72.08156537101286,73.62327416093467,72.41613726933201,73.57908251394632,197.5
13.0,17.0,55.75003624748597,54.357095029344094,49.415816977187134,55.56501972257821,154.5
7.0,24.0,71.67531922783216,73.31301569312966,68.8819392602786,67.81070111578632,196.5
3.0,28.0,88.80093334181136,83.07146528946313,82.09166324036387,86.7545884119206,243.0
15.0,30.0,85.9613440947007,82.03187985632286,80.79732321383436,78.6242860311998,240.0
10.0,31.0,69.33287256414587,71.76392865357329,71.03781886532254,73.3953122497176,211.0
1.0,36.0,57.66353430135823,61.078427836617905,62.4748364948838,62.151418262619494,186.0
9.0,36.0,22.82472940113369,19.089854754880005,21.29067137854736,21.01883165327584,88.5
11.0,36.0,56.22080331819391,58.34830146637031,57.04619187330757,60.02964278414864,176.0
