type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
4.0,1.0,79.51815031540285,80.30405482499148,81.20449291024384,81.1014316653592,203.5
14.0,1.0,30.300370330479026,26.13753135827272,28.212313899554815,28.754097362855013,71.0
2.0,4.0,25.67973117592219,27.457236419692318,23.409749834686497,21.99226254286966,66.5
8.0,4.0,18.005820024789834,17.97537990506404,20.58049820434232,20.637364194832866,61.5
7.0,10.0,39.560441755015106,34.67839676118938,36.82264243492524,40.05880447264092,107.5
10.0,10.0,75.05529512524808,71.59034981568588,74.13839360337371,72.39948159829935,195.0
13.0,11.0,86.32876369429047,80.37255841955741,80.45313234949869,83.2236161770854,216.0
6.0,13.0,50.3503300396428,47.75108455339224,48.942703540875804,48.53757028549502,130.5
1.0,17.0,13.70856244657162,12.739643039973773,12.52322742244003,16.166423033280623,52.0
15.0,17.0,35.74999846552145,30.200411196995997,35.68732405673515,35.00709026413786,104.5
11.0,24.0,77.54795917479436,76.82837556723585,75.42107542690437,72.2982498497964,211.5
5.0,25.0,46.49158368187112,47.39182444741496,42.538602326464414,43.9182244065546,142.5
9.0,26.0,39.39609349060355,39.88334626063643,37.86103683566032,36.39531261413356,121.0
12.0,27.0,76.9243575081733,76.25759018684715,77.48986871503378,73.75277049312612,209.5
3.0,28.0,50.185821972671505,49.09680766866643,47.362123651577726,50.529843654618716,148.0
