type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
1.0,3.0,50.38925112804266,55.47138135101103,51.94090560749434,53.87169485237797,133.0
2.0,6.0,32.49098728298309,30.616685474603713,31.20677085112486,31.633243277986864,88.5
11.0,6.0,86.98067505338314,86.94548635397204,85.46502044592417,86.77587746131789,221.0
13.0,7.0,84.13069337570884,85.21898916544689,81.82751592828383,84.64857185219228,217.0
12.0,13.0,48.880386153739806,48.61904860121236,45.34509805886888,48.91351366742858,128.0
6.0,17.0,65.22216776917958,65.74220640923656,59.982541971264446,61.85254598516034,177.0
4.0,20.0,14.484894419466206,15.293733853568389,12.16001516480685,17.987266685540014,57.5
8.0,22.0,53.955267962482736,53.88047363316831,57.06692533592544,56.448844307846464,159.5
9.0,22.0,72.87661710165665,74.09669264187406,70.68130683910672,69.83016499116154,207.0
7.0,27.0,25.225122986110783,24.995801397474533,29.61803060773216,26.372910095105304,94.5
15.0,30.0,19.382795177376874,18.88082546584897,19.56187396241945,17.806961259422984,80.0
5.0,32.0,34.83329428623639,31.26452517329687,32.615320733494706,31.934613466801235,114.5
14.0,34.0,77.28694603822407,78.4923863411212,76.7344724189847,77.17439263855263,229.0
3.0,35.0,56.07769978939396,58.462266503654114,58.51815740630419,61.41927188647537,177.5
10.0,35.0,97.11425907750979,94.60581344402686,94.42091558525726,94.8365237154403,275.0
