type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
9.0,1.0,88.78952165963506,89.93314875157226,93.0923295179241,89.82213975832806,228.5
7.0,4.0,14.313585284618814,12.80101152755817,14.041798511128023,13.125426783280052,36.5
2.0,7.0,81.65154654837801,76.06908621174841,81.12935239686705,75.54004526955025,199.5
11.0,8.0,87.73686953138517,90.67562888575902,91.83736539491818,87.39592375921733,233.0
3.0,12.0,31.01054534273827,34.12070728262359,36.10268642495216,33.59924631984039,94.5
4.0,12.0,53.50914314992731,54.51505402606068,49.43940227347466,52.4516872331615,142.0
10.0,19.0,99.92780676932843,99.36644683034741,101.52000514081188,97.06760873093586,266.5
14.0,21.0,48.28428545641067,46.5247898685869,44.44753378549554,45.12107866147896,141.0
8.0,23.0,96.78205837604838,94.82463051001673,96.32462908817288,93.03189530342269,258.0
1.0,24.0,84.41390629773667,86.04098650765155,87.90505465907675,91.5375283852793,244.0
5.0,24.0,30.087073612205717,29.283526171624594,27.39881911192584,31.4555561619941,99.0
13.0,26.0,25.525333912778702,33.01050886255408,33.50084259276818,29.481845331084884,98.5
6.0,35.0,43.12071319547575,44.164309522107295,40.816480853757206,42.60031244178443,140.0
12.0,35.0,23.660272367909496,25.16075806095025,27.3691266677601,25.47426175392411,97.5
15.0,36.0,21.010932770679982,24.22762541482584,26.221735521582275,21.514705505444553,91.0
