type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
8.0,12.0,42.8046323051228,43.037952218745026,42.43109242067643,43.33747786365143,119.5
5.0,14.0,71.17381568246435,74.5493088366174,74.74140967536877,70.77301379522842,201.5
9.0,14.0,89.86305665595965,89.39758516014457,95.38210030180498,91.44112831157712,241.5
11.0,15.0,60.497234089515636,57.795001979495304,57.99356701932264,59.37796829915599,167.5
4.0,16.0,29.451795873591333,25.376122637614383,25.887321577784746,26.43434888736264,81.0
6.0,16.0,36.54271461617054,37.09585067014016,35.46655128995025,39.065196186024515,108.5
10.0,16.0,22.18744938839868,24.255910462243154,24.992421285949323,26.113748804098325,81.0
13.0,18.0,75.25569381756641,73.83110116797477,75.71659145367258,74.33918297616438,200.5
15.0,19.0,96.4614033681351,94.67650018345017,92.909849207306,95.1727814028818,259.0
14.0,26.0,25.836438708009407,27.348174373703156,26.134610869138406,24.32512478783186,91.0
7.0,28.0,29.88194248935775,31.664195777125784,27.5525898098942,31.65728091957412,100.5
3.0,30.0,70.87116901545531,62.7041169887608,66.1043461393467,65.32267169536559,195.0
12.0,31.0,25.68192562150757,20.632177768282673,23.43619134651933,24.236623527275373,91.0
2.0,34.0,93.24285067817148,94.62226871535142,92.40320845363229,94.0089933904859,269.0
1.0,35.0,63.214112075734896,62.32023163165954,64.92634201455023,60.37038205790898,192.5
