type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
1.0,1.0,27.407841659454203,30.245324871036843,26.54180374690107,30.599423456016982,68.5
7.0,1.0,64.05572449231808,63.63778759608059,64.34205423870134,62.28399574997436,161.0
2.0,4.0,47.29069831846768,47.1122830168563,45.65531320530423,48.714808127439255,121.5
15.0,5.0,41.57041361677258,41.61325652944125,36.34791358993354,41.71301887153508,107.5
3.0,8.0,60.53012076725721,57.10633068366007,58.87638054958871,60.38085361694023,158.0
4.0,10.0,98.45193913184414,104.03685017347011,96.28771766688274,97.84244005728034,255.0
11.0,12.0,14.769425289530526,14.03978468244035,14.027961660767803,12.32910210344305,44.5
9.0,17.0,43.55969264581281,45.26681820167881,45.763565034676226,44.96629532466642,129.5
5.0,18.0,64.65574315061636,60.5886412138762,63.00811110706236,63.54779670009076,178.0
12.0,23.0,48.96974041625961,53.84917674398657,52.18188810479746,53.207405059144826,153.0
6.0,25.0,50.10224122101937,50.41672721130095,48.179810785170226,49.42054930458683,150.0
13.0,26.0,77.83795710290084,77.56540271079339,76.22150638094948,78.13710371322287,218.5
10.0,28.0,31.100596375859354,28.139136042399016,30.18201727632589,31.831947526346198,105.5
8.0,33.0,77.03027476045085,80.88272343009683,81.19031912844952,79.75281544222956,230.5
14.0,34.0,24.471878560088438,22.911882360794454,22.94866946048437,21.92852608234861,94.0
