type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
14.0,4.0,52.859113115467075,55.79129343353557,55.7072062901907,54.37857205355772,139.0
8.0,5.0,90.74001047365967,91.59615152625199,92.62498713778099,93.71594063110093,237.5
7.0,6.0,88.85200739989268,88.04335720506722,84.74727656916895,86.86921722772468,221.0
15.0,9.0,71.50682379329407,71.69402544325123,69.82958935679213,67.96022691140573,186.5
9.0,10.0,42.78299774023972,43.60174718609004,48.257695904845974,42.73274815590575,120.0
1.0,12.0,54.03625138731565,50.006912435244836,49.63738450986525,48.826273760835655,137.0
4.0,18.0,36.004928900532796,33.33402229127036,35.130410468389535,35.54343555606122,103.0
5.0,18.0,8.282490499699843,11.310481629323167,9.738798617106594,9.042858421799899,45.5
13.0,21.0,30.935855003487006,30.407034593608582,25.36775645043579,30.737578580276217,98.5
6.0,23.0,51.98611551742503,51.71525306547969,49.595476819267496,48.961656386533946,155.5
10.0,23.0,34.29396860032454,34.78257283932955,33.842443151518985,33.066801222234076,108.0
11.0,24.0,36.2066961134982,40.61097909690997,41.06741870389843,40.078114600098445,119.0
12.0,28.0,78.49996370359032,77.64208101391804,74.81990593062902,78.3725013407028,223.0
3.0,30.0,89.18478314262279,89.29865574365206,91.52787770629148,91.19300571051463,257.5
2.0,33.0,92.10528071324475,91.98479404773686,91.27098317119544,92.65466533467729,258.0
