type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
2.0,2.0,81.86983568990817,77.84304587803204,80.84609232954499,78.20305104646357,197.0
6.0,7.0,95.3735121241643,96.13343081709299,96.20147547590028,96.73775589606544,244.5
11.0,8.0,71.58010757051477,71.8460432028526,68.49208264711233,73.21383764032477,185.5
13.0,10.0,71.24889700016406,71.77002177328418,72.2180162133759,74.09837003028184,187.5
15.0,13.0,65.90594596630692,66.0102976088999,65.06458208801179,66.43742792813676,183.0
7.0,17.0,19.065850937567944,16.760173539418428,21.208113954382178,23.293445905520954,64.5
1.0,19.0,86.8452117946513,90.32794919912618,85.37116309613735,86.86517925117104,239.0
3.0,20.0,85.88542701308106,84.06833557206699,85.52524138807667,85.16237889587548,235.0
4.0,21.0,28.330148202206058,27.178335013176923,28.694439905966217,28.59243587816911,91.0
14.0,21.0,92.25823899138159,88.97944976868851,91.03671051547529,85.16929230865765,246.0
9.0,22.0,98.07978551186939,99.97494700409503,99.72498425258335,101.3893235081526,269.5
10.0,23.0,45.26598074632684,44.58621485131305,42.59876487224026,45.079391609470164,135.5
12.0,24.0,90.52658981144404,94.36891220292952,96.93654486270825,94.99589380894406,259.0
5.0,32.0,87.84311296095231,88.32057846394432,92.69901972280522,90.68952661579735,252.0
8.0,33.0,86.03594837076749,93.34984994028177,87.52298204501487,88.61422711874283,258.0
