type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
14.0,3.0,52.846416486455226,49.201860728270844,51.010545045269325,52.14300362371776,135.5
1.0,5.0,87.50418468831087,86.65026397730904,84.55539252801879,87.89176141158771,222.5
10.0,5.0,31.87403614837872,29.09330780390568,25.773810953652,29.992351413337936,80.0
2.0,6.0,36.92838040027101,37.31204153911883,37.74369395420497,41.810046224791364,106.0
3.0,6.0,68.31445238493028,69.77941712881396,72.75596544001266,72.60833849125547,181.0
4.0,9.0,78.41626882933014,76.85419994510603,80.86944465602551,76.38556100495693,204.0
13.0,11.0,35.19177907230019,33.62905876688427,35.51005212883353,34.34247085202066,98.5
6.0,20.0,60.409102695984465,56.74208290864752,58.465748067635936,57.71313078670362,165.0
7.0,21.0,52.29347904897805,51.352061259283346,46.60239618210506,53.23956252339593,148.5
12.0,22.0,38.451540413264716,37.95711208179263,37.79709506702837,41.18108921302129,122.0
9.0,24.0,85.65354355806316,86.46083853452733,85.12581131336565,85.13693424364459,241.5
15.0,25.0,43.240977317747344,46.21112941094419,45.40120768739542,43.23810349266015,137.5
5.0,29.0,70.51226299609722,69.61524754763367,70.35058770181578,70.94865953162598,204.0
8.0,31.0,69.98242954594659,65.3105988116373,67.05040564053475,69.3563748517818,203.5
11.0,32.0,76.62861961475065,77.27687474331184,76.68404023158564,72.81093065598156,222.0
