type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
12.0,4.0,82.25242953802606,84.96542044015884,83.29325150489,87.3851261768498,214.0
8.0,9.0,37.7583543647844,39.694430134072896,34.687116842622686,35.86868291850669,99.0
10.0,9.0,47.36951425116807,51.96664648127674,51.46948564847425,51.69690344210623,139.0
9.0,14.0,95.03478335709579,96.66249049798445,95.3715904199403,97.12658526057409,254.0
5.0,16.0,71.11546802011357,69.35077244270164,72.24082925212774,70.59126663518153,193.5
4.0,18.0,48.796648824795845,50.286524724321936,51.65119387429755,53.1468862340955,145.5
14.0,18.0,22.157946651857667,17.911369727404697,20.413155307553605,23.256350090249725,70.5
1.0,20.0,46.239009019722694,53.933326546386034,48.613536899474646,48.81946089842145,145.0
3.0,20.0,37.520743264386304,33.66499246720441,32.212309192168455,33.91514080288353,102.5
15.0,22.0,21.333402203857485,23.027232222207992,20.67844273940539,18.955857153284008,77.0
11.0,23.0,63.279497092628894,60.363030084341574,58.86731772847618,61.71409321146023,173.0
13.0,25.0,37.365858890468964,38.7505158798194,35.557874462110334,37.85476969553473,117.5
6.0,29.0,55.035482479597974,56.54339314637698,59.76417132236154,56.15445613448567,171.5
2.0,32.0,24.548248325579618,27.171141885378407,25.947077608037475,26.842998751416474,99.5
7.0,33.0,16.28963216893852,16.602655112361113,14.046079738902455,15.284362860324526,70.5
