type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
15.0,1.0,35.567782669421604,36.8872537148938,34.65090650338514,33.610236415016715,86.0
5.0,8.0,46.95500645513289,49.18544443639164,45.47365430435771,46.723381252847375,123.0
3.0,13.0,62.48236572957625,60.517052023808006,64.37789027058851,59.676225972739275,168.0
1.0,15.0,68.35689500342401,68.11533166185012,68.30925235487028,68.18399826617787,185.0
10.0,16.0,67.41794974216195,63.65053851653342,63.08372407679865,64.72759569587465,178.5
9.0,23.0,88.86109803697738,83.55506328236793,86.96824585067743,81.4868812471686,233.0
7.0,25.0,18.854007978358442,14.917867887501838,17.406668403692475,16.819726094798128,67.5
2.0,27.0,74.82628222999847,75.66750721938386,74.1218585923821,77.10804158809782,222.0
8.0,30.0,80.31246286354418,77.00369159580166,84.71704783279976,81.30964151688934,237.5
4.0,31.0,79.05649610638284,79.50361298547232,84.59243041161874,77.73427968581424,238.5
6.0,33.0,38.63100434982772,37.41656987857842,40.34263435119065,41.49297656897747,130.5
12.0,33.0,82.65202105140249,85.35824188006731,81.59534841661555,79.17091760840373,238.0
14.0,33.0,61.171124140455724,64.17022690008774,63.82360886601973,62.91871233038744,188.0
13.0,34.0,9.124195968486271,12.794652877155988,9.789342724623742,13.32316126257394,61.5
11.0,36.0,56.671771718533265,57.52674038419834,57.77442947746361,56.32810447417832,173.5
