type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
3.0,2.0,24.815361766901333,27.979870610951185,28.692194675587498,27.15849405639163,69.5
7.0,6.0,53.40211373360785,57.14487093707246,54.717645618091076,56.54766776417264,143.5
11.0,7.0,22.472143351197573,25.06856370425688,21.34546376567416,22.57892331445474,64.5
4.0,8.0,11.789832509615707,17.670892011670567,11.26114893948321,15.211393764590856,43.0
14.0,8.0,70.2210527734485,70.69466058341564,69.69434933907907,72.14527298470631,185.5
13.0,11.0,21.17604721793101,17.38746173616442,19.704816377240565,22.861985436220706,61.0
10.0,12.0,35.78513387704699,36.4434780880902,35.41296204139416,32.59687617467833,104.5
12.0,12.0,82.25200276339302,80.67800745839031,81.33262961513586,85.8233348285253,217.0
8.0,15.0,72.17313401252747,68.52889307231224,68.64762179125862,70.69597263632228,192.5
1.0,17.0,31.698833529764503,27.12824673465414,27.653102597966665,32.82367395997086,92.0
9.0,17.0,60.28426090654275,60.10316266583888,60.15184839395736,63.79404434607181,167.0
2.0,20.0,80.60388929220856,84.41953317318433,81.59930678824577,83.97110943727583,227.5
15.0,24.0,36.27170419480899,38.9968453235782,36.14180701780977,36.76612950560276,119.0
6.0,27.0,91.03537580608989,86.31979379075683,88.48278989554113,89.98477006868912,252.0
5.0,33.0,22.079640731004222,22.61533095094311,20.187455567314732,20.980975808373362,83.0
