type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
15.0,3.0,33.76334593732852,33.63525360346742,32.44285443971527,34.73925877089122,88.0
14.0,10.0,40.118914699354825,43.617469365676584,45.55258227927571,40.273643692317286,115.0
6.0,11.0,69.45721285765615,70.1281782175501,68.11195543947292,70.54366707691052,183.5
5.0,14.0,53.95702634420053,56.79752049276178,58.70757343433582,54.71947645651372,151.5
12.0,14.0,59.20451624961167,56.47044425812027,59.42575999560252,57.754456789148534,161.5
11.0,17.0,9.371800633310773,14.673489413700857,14.491780930063591,9.573371191855758,52.0
4.0,19.0,62.45247017202804,67.23298565411298,68.22488721800568,67.44728671855489,184.0
7.0,21.0,43.19916495054947,40.50191257573416,40.80177900311187,40.49201309385206,123.5
8.0,21.0,98.27435826624553,93.49994476032121,95.57078293908484,96.73829940755432,261.0
13.0,23.0,34.37494912025112,31.969266149451308,33.68376993829104,32.324164940758074,110.5
3.0,31.0,57.721537244044185,54.47826048925555,55.90958091794572,58.79021247715254,176.0
9.0,33.0,87.1832927505466,83.69304673486215,87.58454743004502,84.59263967215249,248.0
10.0,33.0,31.919900176997857,33.12905366898771,33.54744159597779,33.6009072819611,115.5
1.0,34.0,20.851288165306293,14.151429276323316,20.577154604607415,18.04174700226787,81.5
2.0,34.0,24.883039689882033,26.95253775909248,21.82283021578312,20.552562004359586,89.0
