type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
14.0,2.0,72.18572021740775,69.26092169030248,70.62052432392774,69.3649268536196,182.0
11.0,3.0,10.202476630392006,11.122079205772284,10.578260652989236,10.935732109841302,35.5
3.0,6.0,69.47230012774617,69.98654421905212,70.96839555958232,73.61512263412021,181.0
4.0,7.0,17.671746057444146,18.256319963743433,20.346482429033184,17.233454458819516,54.5
8.0,9.0,85.12092409613139,85.45824078673323,87.8198353607871,85.3896659534995,221.5
15.0,11.0,51.30181812454617,52.28954821359214,55.23559790940172,52.0150570672664,141.0
9.0,14.0,75.08032017617083,72.40763480694875,73.31127802436944,72.93144881522986,194.0
12.0,15.0,33.624043824132826,32.407622500901724,31.097129987219706,38.70227049608088,97.5
2.0,17.0,30.181095359891433,30.485926537723632,29.72208454505384,27.2315331913725,92.0
6.0,19.0,84.0889627997986,80.57845940345443,84.52694913246738,84.18012984506149,224.0
13.0,24.0,81.5437129825995,77.14641495701136,81.76383261607562,76.00875213541688,221.5
1.0,29.0,57.28260581631601,57.667006315764546,54.550011834887684,54.816129061604265,171.5
5.0,30.0,92.61791266738817,95.73804482416459,94.88651929893479,92.21390373712207,260.0
7.0,32.0,14.815324384790818,13.469276090183717,17.442648703926533,13.473558433016642,72.0
10.0,34.0,88.46314590654278,85.92841832647736,83.37537224887726,89.84065865862955,251.5
