type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
9.0,2.0,63.97709562920488,62.44214966924477,63.774922084924,62.583222448896656,157.0
1.0,7.0,64.09261863517557,59.08881422117305,61.84194430143592,57.45670818086239,164.5
8.0,7.0,43.45264093333294,46.105538932894966,49.49560815204468,46.37311809223135,124.5
4.0,9.0,72.99052476833204,74.7667080190994,73.65638824029723,70.93604279028189,191.5
11.0,10.0,80.87848834852203,78.88350259471471,78.09292592843276,77.10821179552639,207.5
12.0,10.0,62.797994838676956,68.04364662591843,63.753097347528104,67.99193731807159,175.0
10.0,18.0,77.69529237653775,82.52269438110231,80.08217742134441,76.1609141874612,213.0
3.0,19.0,60.70662056055206,61.28683424573362,58.637684828435546,59.21676276031831,166.5
15.0,21.0,55.262816505487734,50.578791532443546,50.49667459437646,52.75664716531005,151.0
6.0,23.0,71.16410230278329,74.04378784094337,70.05756100801895,71.64216699475338,203.0
2.0,27.0,78.59372969748445,75.63228679005084,76.14051547398657,77.7188550055928,222.0
14.0,31.0,60.55790101300531,61.58404135208215,61.83795015608443,59.41015407668425,186.0
5.0,35.0,67.86812824935858,69.14559740721892,68.49312777711009,67.12361998964931,210.0
13.0,35.0,77.508600835,75.28637085547022,76.38505469074894,77.96684203273888,227.5
7.0,36.0,92.8569239318392,95.37891638887021,95.69494702505376,95.55433533573819,276.0
