type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
11.0,2.0,48.828627580741504,50.8208684575918,49.344875347928145,52.41962805625266,129.5
15.0,2.0,66.29447570168142,66.97967185125292,63.97190141494661,66.68679542791659,167.0
4.0,4.0,70.6122436331084,68.78324696514505,71.68571896549675,72.04026638012574,181.5
6.0,4.0,88.69998899110224,92.26753862011144,89.31818448724242,90.46788054968032,229.0
10.0,4.0,68.799476155542,64.87487272163224,65.49832883173788,65.89650274099114,169.0
8.0,12.0,47.880262596857946,48.388266357267625,48.30433279250621,48.00625207866192,132.0
9.0,16.0,42.749325297447704,39.4700553030943,43.86050396361345,41.13589301540282,118.5
12.0,18.0,77.73678114868915,76.64447559171839,72.76827774281168,77.98057449902673,205.5
14.0,20.0,50.189591841598144,52.634065798276154,53.26148892172956,55.59804236658953,155.0
2.0,29.0,89.915894571208,87.57401581855024,90.86259674622741,88.26982215078405,251.5
5.0,29.0,38.409733061814876,36.3631584728312,38.70191344725547,37.28453757097409,126.5
3.0,30.0,72.75476543124391,73.34822441719572,73.36559439246368,69.30603486213458,210.0
1.0,31.0,38.809586210953576,40.90435941013324,38.622508051305644,36.70937040926459,128.5
7.0,31.0,98.31021186599416,95.66385170670304,99.41720044430552,99.60575967899263,273.5
13.0,36.0,75.51445716993759,73.02374846239117,76.36089765335133,72.64356632231723,221.0
