type,arrival time,process_time0,process_time1,process_time2,process_time3,due dates
13.0,3.0,28.814194255321944,31.038356313256266,31.892854766179312,28.585115356388396,78.0
4.0,4.0,32.12939881084481,31.704048729254453,31.878851083947605,30.41025844776357,84.0
7.0,4.0,66.049257179852,67.09734138426862,64.1243840820636,65.10790473019567,169.0
10.0,4.0,29.542496473997833,32.28156888186497,29.29546909413343,29.729964326094127,79.0
3.0,9.0,63.86922179875993,60.4520175957402,60.135119315680825,60.03058179907583,161.5
1.0,12.0,20.715954649755556,20.588863265740446,16.509739718837057,22.384769289557745,62.0
12.0,17.0,28.713469344638643,27.201461405171667,24.60157051543179,27.013708817588324,87.0
5.0,19.0,12.590102338004707,13.004039974054667,13.603303784834942,13.692266386638895,54.0
6.0,20.0,16.94873375130843,16.93501854223307,19.969361079168635,19.940428328616584,70.0
14.0,23.0,36.964279459272575,41.37095906609299,40.474202844198324,38.37005003105938,120.5
9.0,25.0,59.030919590235364,64.69936100507599,59.85714943809226,66.47212575148086,180.0
11.0,30.0,18.872827479106547,19.75137329241522,19.314946663466554,20.36561556400257,75.0
15.0,30.0,33.23404656904573,28.92504293462909,25.00271082095367,26.06411233923641,97.5
8.0,34.0,96.7344479529428,97.98577833293146,95.10759429093196,98.0991149123845,279.0
2.0,35.0,9.033790371446642,12.014528485161112,11.387086947310731,11.966245077882087,65.0
